Tweets Ago,Name,Time,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score
28,@CBS,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,0.0,1.0
29,@CBS,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,0.0,1.0
30,@CBS,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,0.0,1.0
31,@CBS,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.0,0.884
32,@CBS,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.0,0.848
33,@CBS,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,0.0,1.0
34,@CBS,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,0.0,1.0
35,@CBS,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.0,0.895
36,@CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.0,0.734
37,@CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.0,0.571
38,@CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.184,0.816
39,@CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,0.0,1.0
40,@CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,0.0,1.0
41,@CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.0,0.769
42,@CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,0.0,1.0
43,@CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,0.0,1.0
44,@CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.0,0.845
45,@CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,0.0,1.0
46,@CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,0.0,1.0
47,@CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.0,0.752
48,@CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.0,0.884
49,@CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.119,0.881
50,@CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.0,0.872
51,@CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.0,0.773
52,@CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.0,0.892
53,@CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.0,0.752
54,@CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.0,0.534
55,@CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,0.0,1.0
56,@CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.0,0.748
57,@CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,0.0,1.0
58,@CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,0.0,1.0
59,@CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.0,0.696
60,@CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.186,0.814
61,@CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.0,0.934
62,@CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.152,0.536
63,@CBS,Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,0.0,1.0
64,@CBS,Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.106,0.773
65,@CBS,Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,0.0,1.0
66,@CBS,Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.0,0.882
67,@CBS,Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,0.0,1.0
68,@CBS,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.0,0.662
69,@CBS,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.075,0.925
70,@CBS,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.0,0.856
71,@CBS,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.0,0.876
72,@CBS,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.0,0.834
73,@CBS,Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,0.0,1.0
74,@CBS,Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,0.0,1.0
75,@CBS,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.0,0.912
76,@CBS,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.135,0.115,0.75
77,@CBS,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.188,0.0,0.812
78,@CBS,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.126,0.095,0.779
79,@CBS,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.179,0.252,0.569
80,@CBS,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.0,0.256,0.744
81,@CBS,Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",0.4939,0.256,0.119,0.625
82,@CBS,Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.5093,0.19,0.0,0.81
83,@CBS,Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,0.8261,0.434,0.0,0.566
84,@CBS,Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,0.8309,0.414,0.0,0.586
85,@CBS,Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,0.6588,0.386,0.0,0.614
86,@CBS,Wed Jan 31 01:18:37 +0000 2018,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,-0.5106,0.0,0.398,0.602
87,@CBS,Wed Jan 31 01:17:37 +0000 2018,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,0.0,0.0,0.0,1.0
88,@CBS,Wed Jan 31 01:16:15 +0000 2018,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,0.7525,0.349,0.0,0.651
89,@CBS,Wed Jan 31 01:08:01 +0000 2018,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,0.0,0.0,0.0,1.0
90,@CBS,Wed Jan 31 01:04:34 +0000 2018,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,0.8516,0.58,0.0,0.42
91,@CBS,Wed Jan 31 01:00:35 +0000 2018,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,0.8442,0.351,0.0,0.649
92,@CBS,Wed Jan 31 00:55:04 +0000 2018,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,0.923,0.406,0.0,0.594
93,@CBS,Wed Jan 31 00:37:20 +0000 2018,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",0.5994,0.206,0.0,0.794
94,@CBS,Wed Jan 31 00:11:53 +0000 2018,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",0.8834,0.407,0.0,0.593
95,@CBS,Tue Jan 30 23:35:01 +0000 2018,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,0.8553,0.276,0.0,0.724
96,@CBS,Tue Jan 30 21:19:22 +0000 2018,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,0.8553,0.306,0.0,0.694
97,@CBS,Tue Jan 30 18:46:04 +0000 2018,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",0.9215,0.391,0.0,0.609
98,@CBS,Tue Jan 30 16:00:02 +0000 2018,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,0.0,0.0,0.0,1.0
99,@CBS,Tue Jan 30 04:03:31 +0000 2018,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",0.5994,0.187,0.0,0.813
100,@CBS,Tue Jan 30 03:17:51 +0000 2018,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,0.6908,0.289,0.0,0.711
1,@CNN,Tue Mar 13 18:42:13 +0000 2018,"Just hours after he was fired by President Trump, Rex Tillerson defended his achievements as secretary of state and… https://t.co/WhQgIhvDWI",-0.5574,0.0,0.159,0.841
2,@CNN,Tue Mar 13 18:40:10 +0000 2018,The 9 people President Trump might fire next | Analysis by @CillizzaCNN https://t.co/HDi8ssMJ7y https://t.co/aOh1bYu39F,-0.34,0.0,0.179,0.821
3,@CNN,Tue Mar 13 18:33:40 +0000 2018,"In his farewell statement, Secretary of State Rex Tillerson calls out Russia, warning “much work remains to respond… https://t.co/2VmTalxSYD",-0.34,0.0,0.118,0.882
4,@CNN,Tue Mar 13 18:30:06 +0000 2018,She was Canada's Rosa Parks. Now she's the first black person to appear on its currency. https://t.co/LMsxnqiPOG https://t.co/17QAITyhw3,0.0,0.0,0.0,1.0
5,@CNN,Tue Mar 13 18:26:49 +0000 2018,"Rex Tillerson says he spoke to President Trump on the phone around noon today, hours after the President tweeted th… https://t.co/VbCjfCvT5T",0.0,0.0,0.0,1.0
6,@CNN,Tue Mar 13 18:20:06 +0000 2018,Secretary of State Rex Tillerson says he is delegating all authorities as of today to Deputy Secretary of State Joh… https://t.co/3hGJ9NXUIp,0.0,0.0,0.0,1.0
7,@CNN,Tue Mar 13 18:15:15 +0000 2018,"5 senior Trump admin. officials who have left in the last 2 weeks:

■ Sec. of State Rex Tillerson

■ Economic advis… https://t.co/ayf2KnUNKY",0.0,0.0,0.0,1.0
8,@CNN,Tue Mar 13 18:12:14 +0000 2018,"Rex Tillerson is speaking from the State Department just hours after being fired by President Trump

Live updates:… https://t.co/3Ubsa7eYPD",-0.5574,0.0,0.167,0.833
9,@CNN,Tue Mar 13 18:05:06 +0000 2018,"Pope Francis is firmly among the most liberal, global and politically relevant Holy Fathers in modern history. And… https://t.co/zweecyqRio",0.0,0.0,0.0,1.0
10,@CNN,Tue Mar 13 17:55:25 +0000 2018,"Activists placed 7,000 pairs of shoes in front of the US Capitol building on Tuesday, to remember children killed b… https://t.co/lRzPLjH5WG",-0.6705,0.0,0.184,0.816
11,@CNN,Tue Mar 13 17:45:54 +0000 2018,"Outgoing Secretary of State Rex Tillerson will speak at 2 p.m. ET for the first time since his firing.

Live update… https://t.co/QNwIl6MT55",-0.0516,0.093,0.102,0.805
12,@CNN,Tue Mar 13 17:36:20 +0000 2018,"At least 38 people were killed in northern Ethiopia after a bus they were traveling in hurtled off a cliff, officia… https://t.co/bkn4ka9U5s",-0.7269,0.0,0.253,0.747
13,@CNN,Tue Mar 13 17:25:04 +0000 2018,"This 6-year-old boy's lemonade stand raised $7,000 for the family of a slain deputy https://t.co/oNZX529ovg https://t.co/nnt4cYmnir",0.0,0.0,0.0,1.0
14,@CNN,Tue Mar 13 17:21:22 +0000 2018,"Lead exposure may be responsible for nearly 10 times more deaths in the United States than previously thought, acco… https://t.co/UXyalB8RAO",0.6249,0.221,0.0,0.779
15,@CNN,Tue Mar 13 17:11:03 +0000 2018,"These teachers in Ennis, Texas, are attending gun and active shooter training https://t.co/9PIhY9E9pl https://t.co/vsQZYpA8sd",0.0772,0.158,0.14,0.702
16,@CNN,Tue Mar 13 17:00:07 +0000 2018,"President Trump should fire Betsy DeVos, writes @jrpsaki for @CNNopinion https://t.co/DNZ8Sl2LQJ https://t.co/wQsRCQGgqF",-0.34,0.0,0.179,0.821
17,@CNN,Tue Mar 13 16:52:29 +0000 2018,The 3 Republicans who could challenge Donald Trump in 2020 | Analysis by CNN's Chris Cillizza… https://t.co/HCbc4g3Pdh,0.0772,0.085,0.0,0.915
18,@CNN,Tue Mar 13 16:51:09 +0000 2018,"Hours after his boss Rex Tillerson was ousted, Steve Goldstein, the under secretary of Public Affairs at the State… https://t.co/qbm8fihFYZ",0.0,0.0,0.0,1.0
19,@CNN,Tue Mar 13 16:41:58 +0000 2018,"Lead exposure may be responsible for nearly 10 times more deaths in the United States than previously thought, acco… https://t.co/AcoH7LO08o",0.6249,0.221,0.0,0.779
20,@CNN,Tue Mar 13 16:31:07 +0000 2018,"""Sometimes I don't know what this world has come to

It's blowing up

This whole country is going nuts

And the NRA… https://t.co/9jtDrBvbgj",-0.3182,0.0,0.099,0.901
21,@CNN,Tue Mar 13 16:25:21 +0000 2018,"A new study ties extreme winter weather, specifically major snowstorms in the northeastern US, to warming Arctic te… https://t.co/zpojxR4m7U",0.1531,0.086,0.0,0.914
22,@CNN,Tue Mar 13 16:15:09 +0000 2018,"This ex-convict took cooking classes in prison. Now, he runs a bustling burger joint. https://t.co/sgnbwqAX3Q https://t.co/iGLFDSBu8n",-0.5106,0.0,0.191,0.809
23,@CNN,Tue Mar 13 16:10:04 +0000 2018,"James Schwab, a spokesman for the San Francisco Division of ICE, has resigned, citing what he says are falsehoods b… https://t.co/Me2P1QMeS8",-0.25,0.0,0.095,0.905
24,@CNN,Tue Mar 13 16:05:08 +0000 2018,The royal wedding of Prince Harry and Meghan Markle is not expected to translate into an immediate boost for Britis… https://t.co/bJdSyXwj9v,0.4019,0.119,0.0,0.881
25,@CNN,Tue Mar 13 15:55:45 +0000 2018,"3 bombs, many questions — Here's what we know (and don't know) about the Austin package explosions:… https://t.co/GiFhkVrpp6",0.0,0.0,0.0,1.0
26,@CNN,Tue Mar 13 15:43:31 +0000 2018,"Why I want my child to participate in the national school walkout, even if she gets in trouble | via @CNNopinion… https://t.co/7PkuM4VnZs",-0.5719,0.056,0.215,0.73
27,@CNN,Tue Mar 13 15:34:09 +0000 2018,"5 senior Trump admin. officials who have left in the last 2 weeks:

■ Sec. of State Rex Tillerson

■ Economic advis… https://t.co/Z2yphqfT2C",0.0,0.0,0.0,1.0
28,@CNN,Tue Mar 13 15:25:02 +0000 2018,"""We've gone completely off the rails"": After the House Intelligence Committee announced it was shutting down its pr… https://t.co/CBGvYgeYce",0.4767,0.147,0.0,0.853
29,@CNN,Tue Mar 13 15:11:20 +0000 2018,President Trump’s personal aide Johnny McEntee was fired because he is currently under investigation by the Departm… https://t.co/JDj8lM0EbU,-0.5574,0.0,0.175,0.825
30,@CNN,Tue Mar 13 15:00:06 +0000 2018,President Trump suggests he believes the British government's theory that Russia was likely responsible for the ner… https://t.co/SjW4H5Grz5,0.3182,0.119,0.0,0.881
31,@CNN,Tue Mar 13 14:50:09 +0000 2018,"■ Secretary of State Rex Tillerson is out

■ CIA Director Mike Pompeo is Trump's pick to replace Tillerson

■ Gina… https://t.co/zkAW9j0RlA",0.0,0.0,0.0,1.0
32,@CNN,Tue Mar 13 14:40:06 +0000 2018,At least one person was killed when a bus carrying Houston-area band students drove into a 50-foot ravine in Baldwi… https://t.co/mIZVdyiHtr,-0.6705,0.0,0.2,0.8
33,@CNN,Tue Mar 13 14:36:39 +0000 2018,RT @cnni: Police update on poisoning of Russian former spy: Sergei Skripal's daughter Yulia had arrived in the UK from Russia the day befor…,-0.5859,0.0,0.142,0.858
34,@CNN,Tue Mar 13 14:30:06 +0000 2018,"President Trump announced that Gina Haspel, who is currently CIA deputy director, is his pick to replace Mike Pompe… https://t.co/kOrlaAu4v7",0.0,0.0,0.0,1.0
35,@CNN,Tue Mar 13 14:23:02 +0000 2018,"RT @CNNweather: The blizzard in Boston is a 'bomb cyclone.' 

Watch live -- https://t.co/q80AsGNM3o
Get the latest information -- https://t…",-0.4939,0.0,0.151,0.849
36,@CNN,Tue Mar 13 14:20:05 +0000 2018,"President Trump's longtime personal aide John McEntee was fired and escorted from the White House on Monday, three… https://t.co/sdIgg0rMjs",-0.5574,0.0,0.167,0.833
37,@CNN,Tue Mar 13 14:10:07 +0000 2018,How Rex Tillerson's firing proves that absolute loyalty is all that matters to President Trump | Analysis by… https://t.co/9mIKr5p15Q,0.296,0.209,0.109,0.682
38,@CNN,Tue Mar 13 14:01:00 +0000 2018,Several senior Republican aides say they were given no heads up on Trump’s decision to fire Rex Tillerson: “Twitter… https://t.co/e7oBqNqLyb,-0.5574,0.0,0.204,0.796
39,@CNN,Tue Mar 13 13:55:15 +0000 2018,READ: 1-page summary of initial Republican findings in the House Russia investigation https://t.co/Dkju0mP7YL https://t.co/Z943hNbxjQ,0.0,0.0,0.0,1.0
40,@CNN,Tue Mar 13 13:51:46 +0000 2018,"Rex Tillerson found out he was fired by President Trump's tweet on Tuesday morning, according to Steve Goldstein, u… https://t.co/4XfIdNVOPv",-0.5574,0.0,0.159,0.841
41,@CNN,Tue Mar 13 13:44:50 +0000 2018,"RT @cnni: President Trump on UK investigation into poisoning of Russian former spy: ""It sounds to me like they believe it was Russia, and I…",-0.3182,0.085,0.13,0.785
42,@CNN,Tue Mar 13 13:42:08 +0000 2018,"A young news reporter, a firefighter and a tourist from Argentina were among the five passengers who died in a heli… https://t.co/uIwY9dqolv",-0.5574,0.0,0.175,0.825
43,@CNN,Tue Mar 13 13:40:51 +0000 2018,"President Trump commends Mike Pompeo, his choice to succeed Rex Tillerson as secretary of state: ""Tremendous energy… https://t.co/HW31lqjUEL",0.4939,0.158,0.0,0.842
44,@CNN,Tue Mar 13 13:33:43 +0000 2018,President Trump: “I wish Rex Tillerson well… I very much appreciate his commitment and his service and I wish him w… https://t.co/YA5NRZNi63,0.8744,0.407,0.0,0.593
45,@CNN,Tue Mar 13 13:33:35 +0000 2018,"There is an arrow hidden in the FedEx logo. (If you've never noticed it, prepare to be blown away.)

Hidden designs… https://t.co/YrFWEZ9axw",0.0,0.0,0.0,1.0
46,@CNN,Tue Mar 13 13:26:51 +0000 2018,@kaitlancollins President Trump’s anger at Rex Tillerson never subsided after it leaked that Tillerson called Trump… https://t.co/ja5NVzEqGe,-0.7184,0.0,0.286,0.714
47,@CNN,Tue Mar 13 13:25:57 +0000 2018,"This high school in Anchorage, Alaska, is using the sound of real gunfire to prepare students for active shooters… https://t.co/A9WFpVd1Y0",0.4019,0.124,0.0,0.876
48,@CNN,Tue Mar 13 13:24:07 +0000 2018,President Trump did not feel Rex Tillerson had his back lately and has wanted Mike Pompeo as his secretary of state… https://t.co/23gUJFqdft,0.0,0.0,0.0,1.0
49,@CNN,Tue Mar 13 13:17:28 +0000 2018,"""To call the interview peculiar is an understatement,"" CNN legal analyst Jeffrey Toobin writes about a 2006 O.J. Si… https://t.co/bKLR3u7TN5",0.2732,0.154,0.0,0.846
