Tweets Ago,Name,Time,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score
50,@CNN,Tue Mar 13 13:11:01 +0000 2018,"President Trump is tapping CIA Director Mike Pompeo to be the new secretary of state, replacing Rex Tillerson. Read… https://t.co/VVFzjGggXJ",0.0,0.0,0.0,1.0
51,@CNN,Tue Mar 13 13:06:28 +0000 2018,President Trump asked Rex Tillerson to step aside as Secretary of State and is replacing him with CIA Director Mike… https://t.co/LF4e3p8UzI,0.0,0.0,0.0,1.0
52,@CNN,Tue Mar 13 13:04:37 +0000 2018,"A court has decided that Charles Manson's body, after months sitting on ice, will go to Jason Freeman -- who claims… https://t.co/fTZW3f8mjT",0.4019,0.119,0.0,0.881
53,@CNN,Tue Mar 13 12:59:32 +0000 2018,"President Trump believed it was the right time to ask Tillerson to step aside and did so on Friday, according to a… https://t.co/mJbTkGbMIb",0.0,0.0,0.0,1.0
54,@CNN,Tue Mar 13 12:50:35 +0000 2018,BREAKING: President Trump fires Secretary of State Rex Tillerson and is replacing him with CIA Director Mike Pompeo… https://t.co/y5rzYW26nZ,0.0,0.0,0.0,1.0
55,@CNN,Tue Mar 13 12:45:37 +0000 2018,"The father of Joaquin Oliver, who was killed in the Florida school shooting, created a powerful mural to honor his… https://t.co/x1bl5M4ebr",0.3612,0.281,0.158,0.561
56,@CNN,Tue Mar 13 12:38:03 +0000 2018,Former Trump campaign adviser Roger Stone told associates he was in contact with WikiLeaks founder Julian Assange i… https://t.co/veWMI0xnGl,0.0,0.0,0.0,1.0
57,@CNN,Tue Mar 13 12:26:10 +0000 2018,"""The special counsel is not an unguided missile."" In an interview, Deputy Attorney General Rod Rosenstein offered f… https://t.co/JZWsKSK04w",0.4019,0.13,0.0,0.87
58,@CNN,Tue Mar 13 12:20:06 +0000 2018,President Trump will visit his border wall prototypes today along the border in San Diego. Here's what he'll see:… https://t.co/9WA0JiIpoG,0.0,0.0,0.0,1.0
59,@CNN,Tue Mar 13 12:10:04 +0000 2018,There's a whiff of birtherism in Trump's 'Pocahantas' attacks | Analysis by @zbyronwolf https://t.co/IuS21zWieS https://t.co/0CYkKop3tM,-0.4404,0.0,0.195,0.805
60,@CNN,Tue Mar 13 12:00:09 +0000 2018,"People in Austin,Texas, are being told to be vigilant about unexpected or suspicious packages at their door after a… https://t.co/WtttrQgrOD",-0.2023,0.077,0.113,0.811
61,@CNN,Tue Mar 13 11:50:09 +0000 2018,Hillary Clinton told a receptive audience in India that while she thought President Trump played to some of America… https://t.co/TKcUV4kvHN,0.34,0.118,0.0,0.882
62,@CNN,Tue Mar 13 11:40:06 +0000 2018,Moms still earn less than childless women -- and the gap isn't closing https://t.co/S69tij1IiE https://t.co/t3Uir4N8zs,0.0,0.0,0.0,1.0
63,@CNN,Tue Mar 13 11:30:06 +0000 2018,"This ex-convict took cooking classes in prison. Now, he runs a bustling burger joint. https://t.co/14JFKWzNeB https://t.co/IGKc7xhzJ7",-0.5106,0.0,0.191,0.809
64,@CNN,Tue Mar 13 11:15:10 +0000 2018,"5 things for Tuesday:

- Russia investigation
- Pennsylvania
- Austin bombings
- Saudi Arabia
- World Health Organi… https://t.co/jtJuPBgZi4",0.0,0.0,0.0,1.0
65,@CNN,Tue Mar 13 11:06:04 +0000 2018,Republican state Rep. Rick Saccone and Democratic former prosecutor Conor Lamb square off today in a special electi… https://t.co/8dplQNkEAG,0.4019,0.137,0.0,0.863
66,@CNN,Tue Mar 13 11:01:15 +0000 2018,"What if you were paid to exercise? That's the idea behind Sweatcoin, created by two Russian fitness fanatics. The L… https://t.co/yhdbYj7i43",0.4767,0.177,0.0,0.823
67,@CNN,Tue Mar 13 10:50:22 +0000 2018,"A new purported military video of an unidentified aircraft has been made public, following the Pentagon's acknowled… https://t.co/j2PdjadB8K",0.0,0.0,0.0,1.0
68,@CNN,Tue Mar 13 10:40:09 +0000 2018,"New England is bracing for its third nor'easter in less than two weeks, which threatens to hit the region with as m… https://t.co/kaGZAWKbLv",-0.3818,0.0,0.106,0.894
69,@CNN,Tue Mar 13 10:27:04 +0000 2018,"A former Nazi SS guard known as ""the bookkeeper of Auschwitz"" has died before serving a four-year jail term, author… https://t.co/elAasKrIYb",-0.5574,0.0,0.167,0.833
70,@CNN,Tue Mar 13 10:14:29 +0000 2018,"Novichok, the substance used in the attempted murder of Russian ex-spy Sergei Skripal and his daughter Yulia, is no… https://t.co/lX4BCRkGn8",-0.6908,0.0,0.198,0.802
71,@CNN,Tue Mar 13 10:02:06 +0000 2018,New England's third nor'easter in less than two weeks threatens to hit the region with as much as two feet of snow https://t.co/8ndYIjJCL2,-0.3818,0.0,0.106,0.894
72,@CNN,Tue Mar 13 09:55:06 +0000 2018,"FBI agents have tried to meet a pair of self-styled ""sex coaches"" detained in a Bangkok jail who claim to have evid… https://t.co/LxpLdOrSOt",-0.4019,0.0,0.119,0.881
73,@CNN,Tue Mar 13 09:48:35 +0000 2018,This weekend was the first time films by black directors with mega budgets held the top 2 spots at the box office… https://t.co/SLJA2bGcsl,0.2023,0.079,0.0,0.921
74,@CNN,Tue Mar 13 09:42:00 +0000 2018,"The Church of Scientology is set to premiere Scientology TV, a new network that will air on DirecTV and be availabl… https://t.co/7L1xleEnPW",0.0,0.0,0.0,1.0
75,@CNN,Tue Mar 13 09:11:04 +0000 2018,"A new purported military video of an unidentified aircraft has been made public, following the Pentagon's acknowled… https://t.co/BcNhibDhXm",0.0,0.0,0.0,1.0
76,@CNN,Tue Mar 13 09:00:17 +0000 2018,Actress Lynda Carter recounts alleged harassment on 'Wonder Woman' TV show set https://t.co/grsqbxCoKI https://t.co/XHQuXREQXT,-0.5423,0.0,0.212,0.788
77,@CNN,Tue Mar 13 08:26:01 +0000 2018,"A former Nazi SS guard known as ""the bookkeeper of Auschwitz"" has died before serving a four-year jail term, author… https://t.co/dF7TgDoJHZ",-0.5574,0.0,0.167,0.833
78,@CNN,Tue Mar 13 08:05:07 +0000 2018,"The Church of Scientology is set to premiere Scientology TV, a new network that will air on DirecTV and be availabl… https://t.co/QY5wsNuAuC",0.0,0.0,0.0,1.0
79,@CNN,Tue Mar 13 08:01:10 +0000 2018,"Elon Musk says his Mars rocket will fly ""short flights"" next year https://t.co/nVfXHv92he https://t.co/vj7komh3Hd",0.0,0.0,0.0,1.0
80,@CNN,Tue Mar 13 07:53:07 +0000 2018,US starts to prep for North Korea summit even as Pyongyang remains silent https://t.co/4HfOJtm589 https://t.co/brt9kUA1C0,0.0,0.0,0.0,1.0
81,@CNN,Tue Mar 13 07:51:03 +0000 2018,Hillary Clinton told a receptive audience in India that while she thought President Donald Trump played to some of… https://t.co/qeWKoLJOJ4,0.34,0.118,0.0,0.882
82,@CNN,Tue Mar 13 07:31:03 +0000 2018,Overseas killings are built into the DNA of Russia's intelligence agencies | By Bertrand M. Patenaude via… https://t.co/xoGZxUXu0q,-0.34,0.137,0.199,0.664
83,@CNN,Tue Mar 13 07:01:18 +0000 2018,China makes more fireworks than anywhere else in the world. @CNNStyle went inside one of the country's largest fire… https://t.co/aGtseQf8Kl,0.0,0.0,0.0,1.0
84,@CNN,Tue Mar 13 07:01:06 +0000 2018,"The US government racked up a $215 billion deficit in February -- the largest monthly deficit in six years, new US… https://t.co/RRMLTGFeGW",-0.6597,0.0,0.221,0.779
85,@CNN,Tue Mar 13 06:44:40 +0000 2018,"Novichok, the substance used in the attempted murder of Russian ex-spy Sergei Skripal and his daughter Yulia, is no… https://t.co/5rPYr3QEge",-0.6908,0.0,0.198,0.802
86,@CNN,Tue Mar 13 06:31:07 +0000 2018,"Lead exposure may be responsible for nearly 10 times more deaths in the United States than previously thought, acco… https://t.co/wpSRNmWIgJ",0.6249,0.221,0.0,0.779
87,@CNN,Tue Mar 13 06:29:26 +0000 2018,"There is an arrow hidden in the FedEx logo. (If you've never noticed it, prepare to be blown away.)

Hidden designs… https://t.co/R1CAT4P7Qu",0.0,0.0,0.0,1.0
88,@CNN,Tue Mar 13 06:08:00 +0000 2018,"""Canadian aluminum is in your fighter jets, Canadian steel is in your tanks. There is no better security partner in… https://t.co/NyUNIe7fSr",0.5719,0.264,0.084,0.651
89,@CNN,Tue Mar 13 06:06:08 +0000 2018,From the GOP with love -- Trump gets gift from Russia panel | Analysis by @StCollinson https://t.co/aDSq99ROys https://t.co/BW0kjuiMpN,0.7964,0.321,0.0,0.679
90,@CNN,Tue Mar 13 06:01:04 +0000 2018,"A new purported military video of an unidentified aircraft has been made public, following the Pentagon's acknowled… https://t.co/NdNwdLAFel",0.0,0.0,0.0,1.0
91,@CNN,Tue Mar 13 05:46:05 +0000 2018,"A Powerball winner is allowed to stay anonymous while collecting her $560 million jackpot, a New Hampshire judge ha… https://t.co/RXcFXEWdzU",0.5859,0.183,0.0,0.817
92,@CNN,Tue Mar 13 05:31:05 +0000 2018,"""To call the interview peculiar is an understatement,"" CNN legal analyst Jeffrey Toobin writes about a 2006 O.J. Si… https://t.co/39THoBo0l1",0.2732,0.154,0.0,0.846
93,@CNN,Tue Mar 13 05:30:15 +0000 2018,US starts to prep for North Korea summit even as Pyongyang remains silent https://t.co/Vyl2o1mGe1 https://t.co/sQxpOaGqUq,0.0,0.0,0.0,1.0
94,@CNN,Tue Mar 13 05:16:05 +0000 2018,"One can get nostalgic and feel a loss when stores like Toys 'R' Us struggle, writes Kara Alaimo via @CNNOpinion. Bu… https://t.co/gHO4kyQoFD",-0.2732,0.1,0.183,0.717
95,@CNN,Tue Mar 13 05:08:03 +0000 2018,Actress Lynda Carter recounts alleged harassment on 'Wonder Woman' TV show set https://t.co/7UIcBiXeZ6 https://t.co/l6QHsGwQtQ,-0.5423,0.0,0.212,0.788
96,@CNN,Tue Mar 13 05:01:03 +0000 2018,"""The special counsel is not an unguided missile."" In an interview, Deputy Attorney General Rod Rosenstein offered f… https://t.co/qPrRZ0KTwY",0.4019,0.13,0.0,0.87
97,@CNN,Tue Mar 13 04:55:03 +0000 2018,Hillary Clinton told a receptive audience in India that while she thought President Donald Trump played to some of… https://t.co/9q4vjI55xO,0.34,0.118,0.0,0.882
98,@CNN,Tue Mar 13 04:46:00 +0000 2018,"This Waffle House waitress took time to cut an elderly customer's ham, and the kind act won her a college scholarsh… https://t.co/r0s0Pq2hnV",0.7184,0.261,0.077,0.662
99,@CNN,Tue Mar 13 04:40:03 +0000 2018,Moms still earn less than childless women -- and the gap isn't closing https://t.co/SsYZSqljR5 https://t.co/nDpbrt75Pk,0.0,0.0,0.0,1.0
100,@CNN,Tue Mar 13 04:31:36 +0000 2018,"The father of Joaquin Oliver, who was killed in the Florida school shooting, created a powerful mural to honor his… https://t.co/JxsFDeNFEU",0.3612,0.281,0.158,0.561
1,@FoxNews,Tue Mar 13 18:49:34 +0000 2018,".@AGBecerra: ""Building walls - that's a medieval technology that doesn't really have a place in the 21st century.""… https://t.co/bNtY113whH",0.0,0.0,0.0,1.0
2,@FoxNews,Tue Mar 13 18:40:09 +0000 2018,A little boy makes a touching tribute to an officer killed in the line of duty: saluting a memorial created for the… https://t.co/VBmlfmDceh,-0.5423,0.082,0.184,0.735
3,@FoxNews,Tue Mar 13 18:36:58 +0000 2018,"Rex Tillerson: “To the 300 plus million Americans, thank you for your devotion to a free and open society.” https://t.co/Zf5MwHUvA3",0.8316,0.355,0.0,0.645
4,@FoxNews,Tue Mar 13 18:32:03 +0000 2018,Rex Tillerson: “The men and women in uniform at the Department of Defense under the leadership of Secretary Mattis… https://t.co/u5uOEwr9IG,0.128,0.073,0.0,0.927
5,@FoxNews,Tue Mar 13 18:20:36 +0000 2018,Rex Tillerson: “My commission as secretary of state will terminate at midnight March the 31st.” https://t.co/T9Ky8PTVG1,0.0,0.0,0.0,1.0
6,@FoxNews,Tue Mar 13 18:14:52 +0000 2018,Rex Tillerson: “What is most important is to ensure an orderly and smooth transition during a time that the country… https://t.co/SLZdOIdXTP,0.5709,0.207,0.0,0.793
7,@FoxNews,Tue Mar 13 18:11:17 +0000 2018,Outgoing Secretary of State Rex Tillerson gives a statement https://t.co/MpBEImJVMi,0.296,0.216,0.0,0.784
8,@FoxNews,Tue Mar 13 18:08:28 +0000 2018,"Florida fishermen have close encounter with great white shark
https://t.co/0KhCJG4V1G",0.6249,0.313,0.0,0.687
9,@FoxNews,Tue Mar 13 17:57:22 +0000 2018,RT @dailybriefing: BREAKING NEWS: Tillerson to speak at 2pm - tune in to @FoxNews with @DanaPerino at the top of the hour #DailyBriefing,0.2023,0.079,0.0,0.921
10,@FoxNews,Tue Mar 13 17:51:59 +0000 2018,HEARTWARMING: A driver in Georgia went out of his way to help an elderly man cross a busy street Sunday in a heartw… https://t.co/6WVGHjaYtD,0.7603,0.256,0.0,0.744
11,@FoxNews,Tue Mar 13 17:38:03 +0000 2018,JUST IN: Prosecutors to seek death penalty for Florida high school shooter https://t.co/BxtZbAZR1V,-0.7845,0.0,0.385,0.615
12,@FoxNews,Tue Mar 13 17:29:37 +0000 2018,.@HurdOnTheHill: “We need to transition now into working on developing a strategy to counter Russian disinformation… https://t.co/MyADj3fZGE,0.0,0.0,0.0,1.0
13,@FoxNews,Tue Mar 13 17:26:30 +0000 2018,.@HurdOnTheHill: “The men and women in the CIA and the FBI are hardworking professionals that don’t follow any of t… https://t.co/7AAUMFRKur,0.0,0.0,0.0,1.0
14,@FoxNews,Tue Mar 13 17:19:58 +0000 2018,CIA Deputy Director Gina Haspel released a statement on President @realDonaldTrump's plan to pick her to head the C… https://t.co/nNQkEqP2v2,0.0,0.0,0.0,1.0
15,@FoxNews,Tue Mar 13 17:17:37 +0000 2018,68-year-old woman catches 130-pound ‘monster’ fish on casual trip (via @JaninePuhak) https://t.co/gay4PqJyYD,0.2023,0.141,0.0,0.859
16,@FoxNews,Tue Mar 13 17:15:00 +0000 2018,"Heather Locklear facing 4 counts of battery on an officer, domestic violence charge dropped https://t.co/5rvIDmkVXB",-0.6249,0.0,0.24,0.76
17,@FoxNews,Tue Mar 13 17:13:30 +0000 2018,California @AGBecerra holds a news conference  https://t.co/QETO1lFt8K,0.0,0.0,0.0,1.0
18,@FoxNews,Tue Mar 13 17:09:59 +0000 2018,ABC News star Joy Behar finally apologizes for anti-Christian remarks: 'Vice President Pence is right' https://t.co/P4s2yMWGdp,0.743,0.31,0.0,0.69
19,@FoxNews,Tue Mar 13 16:57:00 +0000 2018,"RT @FoxBusiness: .@CharlesSchwab: ""The tax bill is one massive incentive that this country will grow at probably... a 4 [percent] number...…",0.3612,0.122,0.0,0.878
20,@FoxNews,Tue Mar 13 16:55:35 +0000 2018,"GOP resolution condemning anti-Semitic Louis Farrakhan puts pressure on Dems - via @brookefoxnews 
https://t.co/Opu68tLrUm",-0.296,0.0,0.155,0.845
21,@FoxNews,Tue Mar 13 16:54:37 +0000 2018,.@DonaldJTrumpJr: Dems Won't Let Go of Russia 'Witch Hunt' Despite House Intel Findings https://t.co/4sfKpN0fyi,-0.3612,0.0,0.161,0.839
22,@FoxNews,Tue Mar 13 16:45:57 +0000 2018,10-year-old boy in wheelchair becomes cop for a day https://t.co/pxZy8p8C4a,0.0,0.0,0.0,1.0
23,@FoxNews,Tue Mar 13 16:40:00 +0000 2018,"Female @Microsoft employees filed hundreds of harassment and discrimination complaints, lawsuit says https://t.co/Kct5DdLDFW",-0.7964,0.0,0.448,0.552
24,@FoxNews,Tue Mar 13 16:30:00 +0000 2018,Real Madrid superstar Sergio Ramos drives a tiny car https://t.co/fg4uKtRTME,0.0,0.0,0.0,1.0
25,@FoxNews,Tue Mar 13 16:21:23 +0000 2018,".@Stanford reverses decision, will allow American flag on College Republicans’ apparel (via @calebparke)
https://t.co/FLG494QYEr",0.2263,0.128,0.0,0.872
26,@FoxNews,Tue Mar 13 16:15:00 +0000 2018,'Speed Queen' Valerie Thompson aiming to break 376 mph motorcycle record this weekend https://t.co/OmHt49KNV3,0.0,0.0,0.0,1.0
27,@FoxNews,Tue Mar 13 16:08:27 +0000 2018,OPINION: Why was Rex Tillerson fired? Think North Korea (via @FoxNewsOpinion) https://t.co/1ny9rirgfa,-0.5574,0.0,0.247,0.753
28,@FoxNews,Tue Mar 13 16:05:00 +0000 2018,"Nerve agent Novichock, used in ex-spy's poisoning, is 5 times stronger than VX or sarin https://t.co/8RIjiowVTV (via @luciasuarezsang)",-0.296,0.121,0.178,0.701
29,@FoxNews,Tue Mar 13 15:57:00 +0000 2018,"Car belonging to decapitated woman found in California, charges filed in survivalist bunker case https://t.co/JMkXpewLeX (via @travfed)",-0.2732,0.0,0.116,0.884
30,@FoxNews,Tue Mar 13 15:53:56 +0000 2018,"After @POTUS tweeted that CIA Director Mike Pompeo will replace Rex Tillerson as secretary of state, House Minority… https://t.co/IDT6MwGy55",0.0,0.0,0.0,1.0
31,@FoxNews,Tue Mar 13 15:50:35 +0000 2018,.@michellemalkin: Hillary's Comments on Trump Voters Way Worse Than Calling Them 'Deplorables' https://t.co/bTBMTZ8wad,-0.4767,0.0,0.205,0.795
32,@FoxNews,Tue Mar 13 15:47:59 +0000 2018,"After @POTUS tweeted that CIA Director Mike Pompeo will replace Rex Tillerson as secretary of state, @SenSchumer is… https://t.co/SlJNSBjYPp",0.0,0.0,0.0,1.0
33,@FoxNews,Tue Mar 13 15:43:25 +0000 2018,.@RepDeSantis: “There’s no collusion between the Trump campaign and Russia.” https://t.co/GUYP0mXksd,-0.296,0.0,0.18,0.82
34,@FoxNews,Tue Mar 13 15:43:00 +0000 2018,"SXSW: Sadiq Khan shares death threats he's received, asks tech companies to fight hate, disinformation… https://t.co/QUGJh90fQb",-0.8957,0.084,0.496,0.42
35,@FoxNews,Tue Mar 13 15:33:34 +0000 2018,.@RepDeSantis: “[Mike Pompeo] understands the dangers posed by North Korea.” https://t.co/GZ8aWvSPvb,-0.4939,0.0,0.242,0.758
36,@FoxNews,Tue Mar 13 15:14:16 +0000 2018,".@DevinNunes: No Evidence of Trump-Russia Collusion, But 'Clear Links' Between Clinton Campaign &amp; Russians https://t.co/YWFx75LNyN",0.1027,0.146,0.124,0.73
37,@FoxNews,Tue Mar 13 15:05:38 +0000 2018,Gina Haspel named 1st female CIA director: 5 things to know about the career spymaster https://t.co/Jj9jk5FqYa,0.0,0.0,0.0,1.0
38,@FoxNews,Tue Mar 13 15:05:00 +0000 2018,"“We got along actually quite well but we disagreed on things.”

.@POTUS spoke to reporters about Rex Tillerson afte… https://t.co/u0izQoe4F8",-0.3079,0.075,0.13,0.795
39,@FoxNews,Tue Mar 13 15:04:19 +0000 2018,Mike Pompeo picked as Trump's new secretary of state: What to know about him https://t.co/86nrFNf13M,0.0,0.0,0.0,1.0
40,@FoxNews,Tue Mar 13 14:57:14 +0000 2018,"Senators @marcorubio and @senorrinhatch hold a news conference to discuss the ""Stop School Violence Act."" https://t.co/1T2ZrmKE59",-0.743,0.0,0.326,0.674
41,@FoxNews,Tue Mar 13 14:51:13 +0000 2018,.@David_Bossie: “This is just like Donald Trump to make these big changes so that he can get the next three years o… https://t.co/ZdkVjhtG2U,0.3612,0.102,0.0,0.898
42,@FoxNews,Tue Mar 13 14:50:47 +0000 2018,.@David_Bossie: “This president wants people around him that share his non-establishment way of doing things.” https://t.co/hN8ImkQp3a,0.296,0.128,0.0,0.872
43,@FoxNews,Tue Mar 13 14:27:57 +0000 2018,"Trump Explains Rex Tillerson's Firing, Will Speak to May on Poisoning of Ex-Russian Spy https://t.co/6hD0El5lqp",-0.7351,0.0,0.323,0.677
44,@FoxNews,Tue Mar 13 14:00:27 +0000 2018,"Craig Mack, Grammy Award-nominated rapper, dead at 46 https://t.co/wd0NH2qrkp",-0.6486,0.0,0.35,0.65
45,@FoxNews,Tue Mar 13 13:57:15 +0000 2018,"JUST IN: At least 1 dead, several others seriously injured in high school charter bus accident in Alabama https://t.co/E2XH0AuD2k",-0.8957,0.0,0.457,0.543
46,@FoxNews,Tue Mar 13 13:43:36 +0000 2018,Rex Tillerson's career as secretary of state under Trump https://t.co/Z6jDsVK4fa,0.0,0.0,0.0,1.0
47,@FoxNews,Tue Mar 13 13:37:10 +0000 2018,".@POTUS: “Right from the beginning, from day one, I’ve gotten along well with Mike Pompeo.” https://t.co/c2PDVbP7YR https://t.co/3WHjc1e3lV",0.2732,0.116,0.0,0.884
48,@FoxNews,Tue Mar 13 13:35:25 +0000 2018,.@POTUS: “Rex is a very good man… I really appreciate his commitment and his service.” https://t.co/c2PDVbP7YR https://t.co/jXo9KWIvwJ,0.8422,0.43,0.0,0.57
49,@FoxNews,Tue Mar 13 13:34:21 +0000 2018,.@POTUS: “I think Mike Pompeo will be a truly great Secretary of State. I have total confidence in him.”… https://t.co/MRK6oDGbN2,0.8834,0.407,0.0,0.593
50,@FoxNews,Tue Mar 13 13:31:51 +0000 2018,.@POTUS: “I wish Rex Tillerson well.” https://t.co/c2PDVbP7YR https://t.co/0XIGvqAhet,0.4019,0.278,0.0,0.722
51,@FoxNews,Tue Mar 13 13:25:27 +0000 2018,"Moments ago, CIA Director Mike Pompeo released a statement on President Donald Trump's plans to nominate him as Sec… https://t.co/fDMfvNvKXQ",0.0,0.0,0.0,1.0
52,@FoxNews,Tue Mar 13 13:04:38 +0000 2018,LIVE Breaking News Coverage: Tillerson is out as Secretary of State https://t.co/c2PDVbP7YR https://t.co/lXIZPzIp3Z,0.0,0.0,0.0,1.0
53,@FoxNews,Tue Mar 13 13:00:48 +0000 2018,.@johnrobertsFox on Rex Tillerson to be replaced by Mike Pompeo https://t.co/c2PDVbP7YR https://t.co/mCPqK7J8UK,0.0,0.0,0.0,1.0
54,@FoxNews,Tue Mar 13 12:59:32 +0000 2018,Moments ago President @realDonaldTrump announced that Rex Tillerson will no longer be Secretary of State. Mike Pomp… https://t.co/V30ZI930Jj,-0.296,0.0,0.115,0.885
55,@FoxNews,Tue Mar 13 12:51:42 +0000 2018,"JUST IN: @POTUS says Rex Tillerson out as Secretary of State, replaced by Mike Pompeo https://t.co/wbtC2UHnim",0.0,0.0,0.0,1.0
56,@FoxNews,Tue Mar 13 12:48:56 +0000 2018,BREAKING NEWS: Rex Tillerson is out as Secretary of State. Mike Pompeo to replace him. https://t.co/KDTH3DslUO,0.0,0.0,0.0,1.0
57,@FoxNews,Tue Mar 13 12:43:36 +0000 2018,.@michellemalkin: “The city and county of Denver are safe spaces for all sorts of criminal aliens and deportation f… https://t.co/XOnXuY4knR,-0.128,0.119,0.14,0.741
58,@FoxNews,Tue Mar 13 12:37:50 +0000 2018,.@DevinNunes: “We did find clear links between the Russians and the Hillary Clinton campaign.” https://t.co/LnTQiT60H6,0.3818,0.157,0.0,0.843
59,@FoxNews,Tue Mar 13 12:35:37 +0000 2018,.@DevinNunes: “We spent 14 months on this investigation looking for collusion. We didn’t find any.” https://t.co/fAcwZTkxF4,0.0,0.0,0.0,1.0
60,@FoxNews,Tue Mar 13 12:34:48 +0000 2018,".@DevinNunes: “We have serious, real problems in this country… we need to get our FBI and our intelligence agencies… https://t.co/XggQZ6korJ",0.0258,0.129,0.166,0.705
61,@FoxNews,Tue Mar 13 12:31:17 +0000 2018,"Massive, 6-inch hairy spider saved from mind-blowing Australian flood https://t.co/puN6Pqf8fL",0.4215,0.237,0.0,0.763
62,@FoxNews,Tue Mar 13 12:28:22 +0000 2018,".@AndyPuzder: “It’d be an honor to serve in this administration. President asks you to serve, you serve.” https://t.co/il1TE3Xpn3",0.4939,0.158,0.0,0.842
63,@FoxNews,Tue Mar 13 12:25:39 +0000 2018,"RT @FoxBusiness: .@Saccone4PA18 on the economy: ""It's amazing what's going on and we're just getting started... There's a lot more to come.…",0.5859,0.16,0.0,0.84
64,@FoxNews,Tue Mar 13 12:22:46 +0000 2018,Driver stops to help elderly man cross street https://t.co/EWYvVMbnZC,0.2732,0.239,0.142,0.619
65,@FoxNews,Tue Mar 13 12:21:57 +0000 2018,".@Johnny_Joey: ""We should be having a serious conversation about our culture and about detecting these things, surv… https://t.co/7t9pg7t4hV",-0.0772,0.0,0.075,0.925
66,@FoxNews,Tue Mar 13 12:17:41 +0000 2018,.@Johnny_Joey on Austin package bombs: “If you see one of these packages without any type of labeling or postage on… https://t.co/lxoqFO7vdu,0.0,0.0,0.0,1.0
67,@FoxNews,Tue Mar 13 12:10:38 +0000 2018,.@DonaldJTrumpJr on @Saccone4PA18 and special election for Pennsylvania House seat @foxandfriends… https://t.co/JFSYmtSjlf,0.4019,0.197,0.0,0.803
68,@FoxNews,Tue Mar 13 12:05:00 +0000 2018,Austin package bombs made with 'certain level of skill'; residents keep cautious eye on deliveries (via @travfed)  https://t.co/LI8X9b5O35,0.1779,0.108,0.072,0.821
69,@FoxNews,Tue Mar 13 12:01:19 +0000 2018,.@DonaldJTrumpJr on @POTUS to inspect California border wall prototypes: “He knows how to build and once he gets th… https://t.co/nfSEpw3iNb,0.0,0.0,0.0,1.0
70,@FoxNews,Tue Mar 13 11:47:02 +0000 2018,.@DonaldJTrumpJr on House Intelligence Committee's report: “I’m not surprised.” https://t.co/DMaKzRzJAi… https://t.co/WxUOIYrery,0.4767,0.237,0.0,0.763
71,@FoxNews,Tue Mar 13 11:32:32 +0000 2018,.@Saccone4PA18 on tariffs: “Our steel workers can compete anywhere in the world on a level playing field.”… https://t.co/ChRjFcjb1N,0.2023,0.101,0.0,0.899
72,@FoxNews,Tue Mar 13 11:22:52 +0000 2018,.@Saccone4PA18 on special election for Pennsylvania House seat on @foxandfriends https://t.co/8cdJz16pUD https://t.co/toj1nRWLko,0.4019,0.197,0.0,0.803
73,@FoxNews,Tue Mar 13 11:17:38 +0000 2018,.@KidRock to be inducted into @WWE Hall of Fame https://t.co/tnaO8shpU4 https://t.co/My2uUlRnUm,0.4404,0.225,0.0,0.775
74,@FoxNews,Tue Mar 13 11:14:05 +0000 2018,Secretary Mattis in Afghanistan for peace talks https://t.co/7XgOsky88N @foxandfriends https://t.co/ypLOHdhcNA,0.5423,0.28,0.0,0.72
